temp,humidity,rainfall,cases,date
39,45,4,369,2003-05-09
23,50,0,15,2003-08-10
23,41,3,540,2002-09-01
27,72,2,333,2002-11-20
20,61,3,553,2002-04-10
26,50,0,473,2003-06-28
25,71,0,81,2003-06-26
36,38,0,571,2002-01-07
38,73,4,377,2003-03-03
31,58,0,586,2002-02-04
39,57,0,333,2003-07-26
36,68,0,102,2002-12-25
25,45,1,334,2002-09-19
24,55,0,279,2002-12-05
37,42,0,551,2003-11-22
26,47,0,479,2003-05-24
31,59,5,199,2002-07-19
35,71,5,506,2003-03-13
32,36,0,60,2003-04-06
38,64,3,163,2002-03-03
25,68,4,161,2002-11-27
37,66,3,511,2003-02-20
38,39,0,266,2003-06-08
32,35,0,178,2002-03-05
26,35,0,107,2002-12-02
28,69,1,516,2003-11-30
25,54,0,209,2003-07-13
32,74,1,589,2002-06-25
24,53,0,292,2002-08-02
28,65,0,509,2002-11-16
21,68,3,56,2002-03-14
37,38,0,231,2003-11-27
31,68,6,108,2003-11-26
40,67,0,557,2003-08-05
39,35,0,226,2002-06-18
21,46,0,219,2003-12-06
35,71,6,0,2003-11-29
38,43,3,366,2003-03-17
34,41,3,440,2003-03-30
40,62,3,418,2002-04-21
20,40,0,235,2003-01-03
36,68,0,523,2003-06-09
22,70,0,155,2003-04-02
29,56,0,260,2002-08-18
23,41,0,594,2003-08-30
33,38,4,0,2003-05-18
26,59,0,428,2003-08-28
28,43,0,160,2003-11-21
22,74,1,266,2003-09-01
26,47,0,123,2002-08-20
37,37,0,124,2003-09-07
23,64,2,475,2002-02-28
26,62,0,0,2003-03-08
22,60,0,256,2003-02-05
26,64,4,70,2002-04-29
22,50,0,0,2003-10-13
23,74,0,104,2002-04-26
24,71,0,347,2002-01-20
34,51,0,414,2003-11-06
36,49,4,357,2003-10-08
28,74,0,187,2003-02-10
27,38,2,124,2002-11-20
39,61,0,216,2002-08-17
37,35,4,112,2002-12-17
34,70,5,428,2002-05-23
36,73,0,319,2003-06-01
27,56,1,0,2002-08-02
22,44,0,312,2003-02-13
40,41,3,0,2002-11-13
22,62,2,114,2003-02-14
37,74,6,314,2002-05-05
31,44,0,581,2002-03-02
21,51,0,453,2002-09-22
23,59,0,241,2002-03-10
38,58,0,257,2002-09-09
21,69,3,234,2003-05-30
35,61,0,0,2002-12-19
28,71,0,416,2002-12-03
34,57,2,23,2002-09-25
21,73,0,106,2003-11-29
27,70,4,534,2003-07-23
33,52,0,445,2002-12-19
27,69,0,578,2002-11-13
29,71,0,597,2002-01-27
27,38,0,405,2002-02-24
36,58,0,209,2002-11-12
40,61,0,430,2003-02-07
30,67,0,409,2003-06-07
26,53,0,82,2002-04-17
31,58,0,142,2002-04-19
32,69,0,108,2003-07-21
20,55,0,381,2003-03-26
32,58,0,19,2003-11-06
28,43,3,244,2003-08-13
36,67,0,0,2002-03-29
40,44,5,53,2003-02-26
35,49,0,0,2003-12-04
29,52,0,350,2003-03-06
29,39,3,13,2003-08-17
27,59,0,310,2003-08-09
38,54,6,559,2003-04-05
29,50,0,305,2002-11-29
36,49,0,77,2002-04-07
40,60,0,111,2003-09-26
20,69,0,23,2002-11-30
40,72,3,552,2002-04-17
20,54,0,68,2003-11-30
38,36,0,359,2002-04-12
27,38,0,140,2002-03-05
22,37,0,184,2003-03-09
24,41,0,47,2002-09-17
38,38,4,0,2003-06-23
39,69,2,356,2003-10-30
30,54,3,0,2003-10-19
40,68,5,0,2002-06-29
31,67,1,143,2002-09-25
28,75,2,130,2003-04-28
36,53,5,509,2003-09-15
30,68,0,161,2002-12-26
38,49,1,0,2003-03-29
26,56,0,360,2002-01-29
23,74,0,88,2002-06-30
33,46,0,452,2002-08-12
24,61,0,77,2002-01-31
27,62,5,384,2002-08-17
20,59,6,462,2002-01-03
25,59,0,586,2002-11-22
40,60,0,411,2003-02-15
37,56,2,457,2002-05-04
21,35,1,371,2002-09-01
22,55,0,372,2003-11-14
30,42,0,52,2002-04-11
40,67,0,178,2003-11-15
24,59,0,322,2003-05-12
33,73,1,502,2003-02-20
37,68,0,38,2002-09-22
37,71,0,456,2003-07-15
26,73,2,197,2002-05-19
40,55,3,77,2002-06-15
27,64,0,106,2003-09-03
39,54,0,514,2002-05-05
38,57,4,489,2003-02-08
33,42,0,264,2002-03-09
27,58,3,182,2002-11-12
22,42,5,60,2002-07-27
33,51,0,282,2003-07-29
31,41,0,493,2002-07-29
23,65,0,0,2003-05-05
38,49,0,0,2003-05-18
24,68,1,0,2003-11-28
38,60,6,137,2002-01-15
37,60,0,235,2002-01-11
30,68,6,457,2003-01-04
21,69,4,379,2003-04-07
39,64,0,0,2002-11-10
35,58,0,192,2002-09-09
36,44,6,360,2002-04-21
39,46,0,185,2003-04-12
22,65,1,372,2002-02-18
27,48,0,512,2002-11-10
33,55,0,496,2002-12-28
23,61,5,589,2002-04-08
26,61,2,172,2003-07-16
26,45,0,241,2002-06-02
32,66,0,599,2003-03-04
21,53,5,256,2003-02-21
31,61,0,12,2002-05-01
22,35,0,502,2002-01-28
35,49,1,83,2003-02-12
31,72,0,375,2002-02-18
38,36,0,0,2003-09-08
21,43,6,400,2002-10-03
31,35,0,572,2003-02-12
22,43,0,507,2003-11-25
38,36,0,405,2003-04-17
33,64,0,141,2002-12-17
29,37,0,423,2003-01-15
29,46,0,264,2003-02-14
23,37,0,102,2002-04-02
37,73,2,0,2002-09-27
33,66,0,448,2003-01-01
21,74,5,462,2002-10-31
29,66,0,420,2002-08-31
25,56,0,189,2003-06-04
21,54,0,189,2002-07-15
20,60,0,204,2003-10-24
26,45,0,8,2003-01-19
35,58,6,37,2002-03-15
40,54,3,301,2002-07-13
40,49,0,139,2002-11-03
33,50,4,328,2003-08-25
38,68,6,0,2002-10-16
21,50,4,477,2002-04-30
20,69,2,290,2002-08-30
33,57,0,539,2003-04-12
39,36,0,358,2003-09-05
31,53,0,73,2003-07-24
36,37,0,178,2002-02-15
28,75,0,419,2002-01-03
23,50,3,268,2002-01-05
30,50,0,362,2002-09-24
25,71,2,558,2002-05-15
20,52,1,189,2002-10-15
40,67,0,10,2003-04-15
29,46,0,0,2003-11-16
22,52,0,584,2003-05-31
38,58,3,0,2003-12-03
34,62,0,11,2002-01-02
36,74,0,483,2003-01-31
40,71,4,379,2002-07-08
25,57,5,486,2003-04-27
27,64,0,336,2003-01-12
32,69,0,270,2002-10-19
39,39,0,62,2002-05-19
25,61,0,422,2002-12-27
38,59,0,365,2002-09-15
25,64,0,0,2002-03-13
32,65,0,405,2003-05-22
21,71,5,150,2003-01-12
35,44,6,381,2003-10-03
25,68,5,133,2002-12-25
32,43,0,538,2003-07-26
27,38,0,485,2002-09-12
40,71,0,558,2002-09-02
21,50,5,195,2003-03-06
30,72,1,417,2002-03-14
37,54,0,58,2002-06-25
21,39,2,582,2003-04-01
28,73,0,236,2002-09-16
39,70,0,0,2002-11-16
27,71,0,251,2002-06-29
33,61,0,534,2003-11-24
33,55,0,324,2003-06-12
37,60,0,269,2003-06-10
32,62,0,156,2002-05-29
39,40,0,352,2002-06-22
40,49,0,212,2003-06-21
24,40,6,368,2003-04-15
36,59,5,591,2003-10-07
31,46,3,235,2003-06-17
26,38,3,159,2002-02-26
28,49,0,207,2002-05-13
35,64,0,290,2002-09-16
38,74,0,585,2002-09-11
21,46,0,176,2003-05-23
39,47,0,0,2003-02-20
29,49,0,258,2003-09-13
23,56,0,38,2003-08-14
21,55,4,115,2002-08-27
25,37,0,141,2003-10-07
29,67,0,599,2002-01-06
33,68,0,227,2003-01-15
21,54,0,549,2003-01-05
27,37,0,7,2003-05-04
21,39,2,480,2003-10-30
40,71,2,376,2003-11-13
32,52,0,86,2002-11-04
37,72,4,253,2003-03-24
40,49,0,250,2003-05-27
35,41,0,46,2003-06-29
27,60,0,268,2003-07-16
25,63,0,378,2002-12-27
26,73,0,398,2002-10-01
26,41,0,296,2002-10-08
28,43,0,468,2003-04-15
32,64,5,52,2002-03-08
26,63,0,421,2003-11-16
28,48,4,562,2002-05-19
21,44,0,240,2002-08-31
37,61,0,78,2002-09-16
35,51,0,427,2003-09-12
36,58,0,561,2002-06-14
37,40,0,113,2003-09-08
35,69,5,548,2002-10-04
21,72,0,75,2003-12-05
34,74,4,72,2003-01-15
26,41,5,120,2002-09-01
26,49,0,457,2003-05-04
26,68,0,257,2002-07-17
38,42,6,515,2003-09-13
34,75,6,339,2003-03-20
37,74,0,359,2003-11-25
36,65,0,135,2002-01-30
25,46,0,326,2003-01-12
37,54,0,146,2002-05-17
20,41,0,244,2003-07-25
27,69,0,122,2002-10-04
37,45,0,409,2002-05-21
28,60,5,42,2003-12-07
28,62,0,282,2002-05-26
34,41,2,134,2002-12-19
22,72,0,253,2002-07-22
24,60,5,326,2003-01-28
22,40,0,133,2002-04-06
21,38,0,145,2002-11-20
31,68,0,20,2003-08-01
21,67,0,540,2002-08-22
21,37,4,281,2003-06-21
32,44,6,119,2002-06-07
23,42,1,24,2002-04-22
28,38,0,516,2002-05-14
28,39,0,0,2002-12-15
37,58,0,54,2003-06-27
21,64,0,466,2002-01-11
33,60,0,0,2003-04-21
29,62,0,164,2002-11-12
29,39,0,358,2003-05-17
37,67,3,32,2002-09-02
26,46,0,532,2002-04-22
40,43,0,4,2003-10-20
28,37,0,254,2002-02-25
36,55,0,192,2002-02-05
22,50,1,312,2002-12-20
21,41,6,359,2002-01-07
37,71,0,122,2003-10-21
28,57,0,215,2002-04-27
36,57,5,240,2002-02-13
22,65,5,404,2002-07-21
20,59,0,138,2002-11-05
40,37,0,327,2003-01-16
34,40,0,261,2003-02-06
29,66,0,351,2002-12-02
24,40,0,208,2003-05-10
22,36,0,285,2002-03-31
37,53,0,25,2003-04-19
29,43,3,424,2003-08-05
39,69,0,587,2002-02-05
39,71,5,539,2002-05-11
31,44,0,536,2002-05-13
26,54,0,16,2003-12-02
27,57,0,423,2003-04-01
23,48,2,390,2002-11-10
29,65,3,574,2003-01-03
30,48,3,0,2002-10-18
40,47,3,84,2002-12-23
35,47,2,258,2002-08-07
24,61,0,344,2002-07-04
23,67,0,443,2002-12-07
20,37,5,595,2002-06-30
33,73,2,34,2003-04-01
30,56,0,225,2003-09-19
32,36,0,78,2003-06-25
29,75,0,529,2002-07-04
28,64,5,454,2002-11-18
21,56,0,150,2002-07-03
31,62,1,377,2003-03-06
21,53,3,323,2003-06-04
37,40,0,323,2002-02-11
35,36,3,390,2002-03-06
24,63,0,223,2003-06-29
31,56,0,121,2002-08-05
28,36,3,0,2002-06-25
40,70,0,145,2003-06-17
31,53,0,24,2002-09-05
38,50,4,172,2003-11-01
34,67,0,234,2003-11-15
31,38,4,131,2003-08-08
29,40,4,170,2003-03-18
40,50,1,378,2003-09-09
22,56,1,277,2003-09-01
35,43,0,278,2003-05-05
24,71,0,500,2003-08-20
31,37,0,176,2003-10-01
27,41,0,116,2002-07-02
40,74,3,204,2002-10-11
21,63,0,541,2002-04-20
25,38,1,261,2003-10-22
38,64,0,196,2003-02-18
36,74,0,0,2002-03-17
25,74,1,178,2003-09-13
35,71,0,206,2003-01-27
27,36,0,481,2002-10-01
32,69,0,96,2003-11-13
33,71,0,289,2002-02-10
34,59,1,266,2003-03-11
29,44,1,297,2003-09-11
38,56,0,588,2002-06-30
21,62,0,548,2002-08-16
31,59,4,314,2002-10-29
37,40,0,533,2003-04-04
30,56,1,41,2002-09-27
22,36,1,460,2002-09-13
24,64,0,0,2003-02-18
28,55,3,511,2002-12-03
38,67,0,36,2003-01-01
21,36,4,78,2003-06-10
25,38,0,9,2002-10-23
20,39,0,134,2003-01-08
39,46,0,262,2002-06-07
29,50,5,348,2003-11-04
21,66,0,462,2002-12-04
20,58,0,399,2002-07-06
30,68,0,305,2003-08-13
34,61,4,24,2002-08-20
30,49,0,452,2002-07-25
25,66,6,70,2002-02-07
22,53,0,127,2003-05-27
27,43,0,0,2002-11-12
24,55,3,160,2002-01-28
30,66,0,27,2002-06-14
33,58,2,177,2003-04-04
32,62,5,86,2003-02-15
35,41,0,595,2003-01-07
40,35,0,133,2002-11-25
36,55,0,168,2002-07-26
21,39,2,117,2003-07-16
32,58,2,485,2002-01-09
28,60,1,0,2003-01-25
32,54,2,486,2002-05-19
28,49,0,142,2003-05-01
27,54,3,427,2003-07-14
36,44,3,382,2003-08-05
23,65,6,90,2003-03-05
22,62,0,63,2003-09-06
25,45,5,0,2002-09-26
35,60,4,190,2003-11-29
20,68,6,0,2003-09-08
27,50,5,385,2002-08-26
32,66,0,141,2002-01-22
28,72,3,132,2003-07-15
29,43,0,144,2002-07-28
24,53,2,554,2003-02-22
33,49,6,594,2003-08-17
32,75,2,333,2003-03-28
36,72,0,216,2003-09-09
20,43,0,133,2002-05-07
31,49,0,130,2003-08-20
40,63,0,316,2003-03-27
21,38,0,0,2003-07-16
25,35,0,444,2002-04-27
27,60,4,167,2002-04-28
40,41,3,335,2003-02-23
35,55,3,402,2002-10-17
20,51,0,240,2003-01-30
21,54,0,215,2002-11-02
38,37,5,18,2002-07-27
27,61,4,463,2002-11-29
22,65,0,65,2003-03-14
22,68,3,322,2003-08-22
24,40,3,525,2002-08-23
39,68,0,0,2003-08-11
31,73,0,315,2003-05-22
30,71,6,577,2002-02-09
35,72,0,258,2002-04-10
22,65,5,463,2003-04-14
25,56,0,449,2002-03-23
21,37,0,273,2002-10-14
28,67,0,565,2002-05-27
22,48,0,274,2002-10-13
34,35,0,364,2003-08-15
28,35,0,489,2002-04-17
28,52,6,368,2003-12-07
30,66,1,525,2002-04-07
26,65,1,242,2003-02-23
30,51,1,0,2002-11-14
25,72,0,398,2003-04-10
31,61,0,14,2002-10-03
35,74,0,125,2002-11-26
34,35,1,206,2003-11-06
29,65,1,272,2002-12-04
35,64,4,0,2002-03-24
24,60,0,350,2003-11-12
24,44,6,594,2002-11-23
26,70,5,257,2002-02-15
35,50,0,0,2002-02-08
33,35,0,269,2003-02-11
32,36,3,107,2003-06-09
40,52,1,472,2003-02-13
30,54,5,59,2002-01-24
27,48,0,263,2002-10-07
40,45,6,522,2002-10-14
33,48,5,574,2002-07-27
33,67,0,535,2003-04-22
29,45,0,135,2002-03-04
27,75,0,179,2002-09-06
36,67,0,317,2002-04-15
30,35,0,263,2003-11-12
31,51,0,552,2002-10-03
26,73,0,60,2002-04-06
23,70,0,114,2002-10-20
34,40,3,98,2002-03-11
35,39,0,145,2002-05-03
26,54,0,97,2003-05-02
37,59,0,207,2002-09-26
23,62,0,459,2002-05-03
32,63,0,179,2003-06-13
36,56,6,0,2003-08-22
24,43,0,169,2003-09-11
30,62,0,84,2003-12-08
32,53,0,42,2003-07-08
32,57,0,387,2003-06-17
28,72,0,399,2002-05-28
37,67,0,0,2003-10-24
40,44,3,377,2002-11-08
40,35,0,69,2003-07-31
36,35,4,46,2002-12-31
34,59,0,533,2002-11-11
20,71,0,498,2003-06-25
25,56,0,100,2002-06-09
25,45,4,91,2003-11-10
37,68,1,159,2002-12-17
40,45,6,211,2003-04-15
25,36,0,265,2002-11-17
27,66,0,0,2003-08-20
25,70,0,30,2003-07-28
26,75,0,106,2003-01-06
33,45,0,425,2003-05-02
39,51,5,414,2002-07-27
39,75,0,164,2003-01-09
28,75,5,293,2003-01-07
39,40,6,515,2003-09-18
36,73,0,341,2002-01-12
32,72,2,104,2002-09-26
26,66,5,163,2002-02-11
27,38,0,526,2002-10-21
26,56,0,110,2002-03-24
28,44,0,281,2002-03-28
22,56,0,414,2002-11-08
31,37,0,170,2003-03-15
32,46,6,548,2002-04-26
33,36,0,335,2002-06-02
29,67,0,483,2003-02-12
28,46,2,552,2003-01-05
25,65,4,0,2002-07-28
36,69,0,37,2003-02-01
30,66,2,13,2002-04-26
21,51,0,149,2002-11-29
31,50,1,509,2002-11-21
28,48,2,262,2003-06-28
28,64,0,535,2002-06-27
0,0,0,0,0000-00-00
35,74,0,507,2004-03-17
36,72,3,281,2004-12-01
37,35,0,111,2005-04-18
21,41,5,203,2004-06-17
34,74,0,405,2004-03-26
28,55,0,90,2004-04-27
21,54,3,33,2005-04-27
30,73,1,10,2004-10-22
35,59,5,416,2004-07-22
29,53,2,278,2005-04-21
30,40,0,253,2005-06-11
21,42,0,0,2005-01-14
36,56,4,157,2004-09-19
22,67,0,352,2005-07-25
28,49,0,440,2005-04-08
29,45,6,261,2004-12-02
22,40,0,181,2004-12-22
30,50,0,226,2004-12-18
29,70,0,0,2004-09-18
30,56,0,295,2005-09-21
39,40,0,274,2004-03-29
26,65,0,223,2005-05-24
28,38,0,573,2004-08-24
33,47,0,304,2004-02-19
36,71,0,407,2004-01-17
29,72,0,58,2005-09-20
29,70,0,419,2004-01-15
35,45,0,463,2004-03-11
24,60,6,0,2005-07-03
40,64,3,529,2004-01-29
30,49,0,549,2004-05-15
40,62,0,292,2004-12-22
33,46,4,0,2004-02-06
25,48,4,515,2005-08-23
36,72,0,430,2004-05-01
36,47,0,593,2004-06-17
40,63,4,350,2005-07-02
36,42,5,97,2004-07-23
25,61,0,0,2005-11-30
31,39,0,408,2005-04-03
37,48,0,0,2005-03-02
39,57,0,308,2004-09-29
39,35,0,591,2004-08-26
36,36,0,314,2005-01-11
28,74,0,571,2005-06-25
24,74,0,197,2005-07-26
24,66,1,398,2005-09-15
30,63,0,484,2005-03-23
33,69,0,496,2005-10-26
37,37,4,198,2004-07-21
34,70,1,0,2005-01-06
25,51,0,593,2005-09-15
28,55,4,233,2004-12-31
39,38,0,348,2005-12-02
30,75,0,446,2005-10-27
38,35,0,272,2005-03-18
25,72,3,277,2004-04-13
40,66,0,60,2005-03-08
40,67,0,150,2004-04-28
24,41,0,168,2004-07-27
21,70,6,478,2004-03-28
39,51,4,279,2004-09-21
37,58,0,119,2004-12-11
37,60,0,101,2004-01-28
29,41,0,151,2004-01-02
40,37,0,329,2005-08-07
20,38,0,244,2005-11-08
26,36,0,54,2005-11-05
32,67,0,122,2005-06-17
25,66,0,0,2004-05-21
21,58,6,561,2005-12-04
32,75,0,138,2005-05-08
31,42,5,94,2004-06-28
39,38,0,26,2004-11-13
39,64,0,281,2004-08-31
27,42,0,254,2004-01-24
30,75,0,0,2004-03-21
32,51,2,237,2004-03-31
38,35,2,157,2005-09-12
22,58,0,337,2005-02-10
31,68,3,367,2004-12-26
37,72,1,38,2004-01-24
23,49,0,464,2005-11-06
22,56,5,216,2004-01-18
20,42,1,458,2005-01-19
22,73,0,549,2005-10-27
26,70,0,299,2004-07-04
35,64,0,595,2004-09-07
28,72,0,162,2005-02-18
34,67,0,241,2004-06-26
38,64,0,340,2004-04-03
28,50,3,310,2004-06-19
32,67,0,4,2004-06-03
29,62,1,409,2005-06-01
26,56,0,497,2004-08-05
38,65,0,360,2005-09-22
39,47,0,377,2004-11-06
40,62,0,61,2005-10-16
20,75,3,516,2004-08-04
37,75,0,79,2004-10-04
33,71,6,444,2004-09-05
31,46,1,594,2005-09-22
39,74,0,3,2005-02-16
39,66,4,0,2005-10-27
20,43,0,527,2004-02-15
27,43,0,461,2004-11-21
23,52,0,303,2004-06-18
25,41,4,126,2005-02-19
31,68,6,233,2004-10-13
39,45,0,431,2005-03-13
31,36,0,114,2005-09-18
25,51,0,372,2004-10-21
40,40,6,467,2005-06-03
28,48,0,453,2004-11-05
24,58,0,72,2004-09-06
33,68,4,121,2004-02-10
21,75,0,491,2004-08-10
28,46,0,562,2005-07-06
33,74,0,511,2004-02-09
26,42,2,0,2005-09-18
23,46,0,58,2004-07-11
33,42,2,250,2005-02-09
25,54,2,412,2004-12-23
31,73,0,326,2004-10-11
31,47,0,176,2004-05-22
25,36,1,524,2005-08-17
29,68,0,583,2004-06-09
21,57,0,47,2004-10-11
40,35,0,406,2005-06-05
24,57,0,576,2005-11-05
21,37,0,62,2005-02-15
21,63,5,400,2004-02-23
35,47,0,293,2005-08-14
33,39,2,203,2005-11-17
32,40,4,105,2005-01-12
28,40,0,0,2005-12-11
37,65,4,0,2005-11-11
27,44,1,96,2005-11-11
23,50,0,307,2005-08-26
21,62,0,498,2005-02-11
29,43,1,345,2005-02-15
25,63,0,444,2004-06-14
23,51,0,160,2005-01-31
21,49,5,474,2004-11-20
34,58,0,0,2005-01-15
24,59,0,420,2005-03-12
38,44,1,407,2004-02-02
26,70,0,360,2004-10-02
27,47,0,574,2005-11-23
27,48,0,442,2004-06-07
28,63,0,534,2005-12-11
25,74,0,16,2005-08-26
25,54,2,194,2005-08-30
40,47,3,345,2005-06-19
30,44,0,265,2005-07-22
30,58,0,192,2005-05-18
21,59,0,236,2005-04-11
35,70,6,100,2004-03-27
29,57,0,487,2005-07-07
27,61,0,0,2005-05-08
32,73,0,13,2004-05-05
22,35,0,356,2004-10-29
30,62,4,331,2005-05-10
25,49,0,525,2005-12-10
31,68,0,3,2004-10-29
38,62,0,584,2004-09-20
22,62,0,350,2004-04-23
24,55,2,591,2005-01-04
22,42,0,105,2005-07-13
30,51,0,186,2005-09-18
22,46,0,534,2005-06-22
34,44,0,494,2005-10-04
40,45,3,123,2004-06-05
35,47,4,325,2004-12-12
21,58,0,227,2004-09-22
21,42,0,42,2005-02-14
25,41,0,124,2004-01-24
32,66,0,500,2004-10-11
40,69,4,496,2004-10-24
27,54,4,245,2004-06-13
39,58,0,504,2005-05-18
34,73,0,465,2005-10-06
28,53,2,236,2005-03-20
23,54,0,35,2004-02-11
26,59,0,422,2005-07-14
33,70,6,92,2005-01-07
22,59,6,181,2004-09-24
25,37,0,554,2005-04-13
26,37,0,521,2004-05-05
39,70,4,0,2005-03-24
26,46,0,416,2005-05-13
25,73,0,481,2005-07-19
29,67,0,317,2005-01-27
20,36,0,390,2004-03-20
26,64,3,108,2005-08-21
24,36,0,0,2005-06-19
22,36,0,33,2005-02-21
20,35,0,117,2005-05-10
29,69,3,143,2004-04-07
23,55,0,146,2004-09-26
21,55,0,475,2005-04-24
21,36,0,20,2004-04-05
36,64,0,177,2004-10-18
34,43,4,312,2005-07-31
39,73,0,334,2004-03-28
29,56,6,341,2004-03-15
26,73,0,421,2004-04-12
32,74,0,0,2005-06-26
35,72,0,339,2004-06-15
38,72,0,0,2004-09-14
23,63,0,279,2005-01-26
39,40,0,537,2005-01-27
34,40,4,501,2004-04-13
26,36,0,524,2004-08-06
39,48,0,215,2004-06-22
23,68,0,517,2005-03-31
28,54,5,78,2004-06-25
25,46,2,493,2005-05-20
25,49,0,43,2005-01-23
40,51,0,82,2004-10-16
29,71,0,345,2005-04-29
20,69,0,508,2005-07-28
38,63,0,449,2004-06-30
33,45,1,441,2005-07-09
39,37,0,0,2004-12-20
22,39,3,543,2004-11-04
21,44,0,20,2005-04-06
28,63,0,0,2004-04-30
36,64,0,0,2004-12-27
26,73,4,380,2004-06-27
33,57,0,508,2005-07-15
28,59,0,456,2004-04-09
23,45,0,154,2005-01-30
20,69,0,161,2005-07-01
23,49,0,451,2005-07-26
34,50,0,18,2004-08-21
24,46,6,189,2005-12-11
34,73,0,42,2004-03-22
39,44,0,161,2005-12-03
30,74,0,0,2005-01-31
39,65,0,466,2004-12-13
24,66,3,377,2004-09-24
25,62,0,286,2004-12-04
35,74,0,0,2005-09-15
38,49,0,336,2004-07-02
36,71,0,553,2004-04-27
26,70,2,240,2004-11-19
30,36,0,397,2005-10-25
34,43,0,35,2005-10-01
35,47,0,478,2004-03-15
40,65,0,376,2005-09-21
22,44,0,0,2005-11-19
33,37,2,491,2005-10-22
39,61,6,198,2005-04-10
27,38,0,133,2005-02-10
31,51,0,268,2004-12-24
28,68,0,2,2005-01-07
22,60,0,539,2005-02-09
26,59,0,180,2005-07-17
21,55,6,49,2005-09-12
37,71,0,0,2005-10-06
35,62,0,0,2004-12-18
35,45,5,6,2005-10-19
28,50,3,583,2005-09-08
23,66,0,0,2005-09-06
20,58,0,538,2005-08-28
36,44,0,275,2004-06-27
34,45,0,484,2005-07-28
35,67,0,582,2005-03-05
40,58,0,156,2004-02-03
25,42,0,15,2004-06-13
27,69,2,67,2005-12-10
36,37,0,311,2005-11-05
29,44,0,569,2004-11-19
34,43,0,458,2004-08-10
34,37,3,243,2004-08-28
20,72,0,286,2004-08-22
32,48,6,0,2004-04-04
37,64,0,460,2004-02-11
39,46,5,0,2004-01-30
34,64,0,283,2004-08-30
38,57,0,454,2005-01-10
39,59,0,507,2004-03-09
39,58,0,507,2004-08-12
38,43,0,299,2004-08-30
29,58,0,349,2004-04-08
23,55,0,42,2005-12-08
31,50,0,448,2004-06-10
23,64,0,454,2005-08-13
28,64,0,568,2004-12-30
20,66,0,106,2005-07-21
22,51,0,112,2004-07-11
29,35,0,0,2005-09-09
32,57,6,0,2005-09-26
20,38,0,0,2004-03-28
22,45,4,27,2004-03-31
22,52,0,173,2004-12-02
34,58,0,279,2004-02-06
38,65,0,117,2004-11-05
39,74,0,105,2004-10-01
22,37,0,265,2005-09-15
40,47,1,586,2005-09-02
30,52,0,259,2004-09-11
38,66,6,204,2005-09-20
25,75,0,224,2004-03-26
39,47,0,577,2005-10-19
30,62,0,3,2005-02-03
31,58,4,438,2004-03-22
25,45,1,176,2005-05-26
40,45,4,255,2004-09-08
40,66,0,244,2005-07-04
21,60,0,582,2004-03-17
30,38,1,0,2005-08-17
38,35,0,437,2004-08-13
31,66,2,163,2005-10-07
28,59,0,250,2005-02-11
23,46,0,0,2004-08-10
27,71,2,43,2005-12-06
23,41,0,451,2004-12-09
29,36,0,456,2005-01-16
24,68,0,567,2005-06-23
21,44,0,198,2004-05-28
37,37,0,340,2004-08-19
37,73,3,185,2005-02-02
29,71,0,101,2004-02-18
38,65,1,0,2005-07-07
35,35,6,99,2005-03-28
29,37,0,93,2004-09-01
24,63,0,499,2005-08-20
20,66,0,402,2005-04-23
34,69,1,292,2004-07-12
33,42,0,203,2004-01-25
25,46,0,0,2005-09-17
29,36,0,156,2004-06-13
34,62,2,217,2005-06-24
34,63,0,204,2005-04-01
37,66,0,319,2005-09-12
31,69,5,460,2004-01-16
20,56,0,359,2004-05-12
39,72,0,290,2004-08-16
40,75,1,129,2005-04-09
20,57,0,83,2004-09-17
22,43,0,219,2005-04-15
23,71,0,279,2005-08-05
27,64,0,311,2005-07-02
32,54,4,451,2004-08-03
24,72,1,575,2004-09-18
21,47,4,523,2005-04-22
35,47,0,0,2004-08-03
24,51,6,61,2005-09-29
31,46,0,0,2005-05-01
39,36,0,85,2004-09-21
23,47,0,476,2005-07-18
21,56,0,107,2004-05-15
31,41,0,48,2005-10-20
27,43,3,21,2005-05-30
22,56,0,486,2005-08-30
20,45,0,195,2005-08-15
20,57,0,220,2005-02-28
29,44,0,114,2004-11-23
20,56,1,303,2005-01-18
36,65,3,357,2004-02-24
33,70,0,409,2005-01-19
30,52,0,264,2004-01-29
40,49,0,568,2004-10-25
32,38,0,446,2005-11-11
40,64,2,13,2004-10-09
29,57,6,50,2004-05-27
39,72,0,440,2004-07-13
22,35,4,582,2004-07-25
34,75,4,550,2005-06-28
23,56,0,589,2004-10-22
26,52,0,315,2005-04-20
40,46,1,533,2005-02-10
24,41,0,0,2005-11-24
34,59,0,470,2004-11-03
31,38,5,222,2004-09-05
28,35,0,311,2004-07-15
27,57,6,0,2005-07-18
34,38,0,308,2004-07-26
20,73,0,185,2004-01-27
31,63,4,474,2005-07-27
29,39,0,259,2004-02-07
39,66,0,248,2005-04-03
29,41,0,323,2004-11-05
37,54,0,87,2004-04-30
33,57,6,120,2004-09-17
29,69,0,597,2005-08-26
33,72,0,0,2004-01-26
22,42,0,209,2004-02-28
38,38,0,477,2005-07-06
38,59,0,218,2004-03-02
24,55,0,600,2004-10-28
27,52,3,45,2005-03-18
29,70,0,296,2004-06-24
23,46,3,241,2005-11-19
23,49,5,504,2004-07-02
37,42,0,122,2004-06-21
25,54,0,0,2004-12-20
39,74,0,593,2004-11-24
21,35,0,299,2005-09-02
