27,72,2,333,2002-11-20
20,61,3,553,2002-04-10
26,50,0,473,2003-06-28
25,71,0,81,2003-06-26
36,38,0,571,2002-01-07
38,73,4,377,2003-03-03
31,58,0,586,2002-02-04
39,57,0,333,2003-07-26
36,68,0,102,2002-12-25
25,45,1,334,2002-09-19
24,55,0,279,2002-12-05
37,42,0,551,2003-11-22
26,47,0,479,2003-05-24
31,59,5,199,2002-07-19
35,71,5,506,2003-03-13
32,36,0,60,2003-04-06
38,64,3,163,2002-03-03
25,68,4,161,2002-11-27
37,66,3,511,2003-02-20
38,39,0,266,2003-06-08
32,35,0,178,2002-03-05
26,35,0,107,2002-12-02
28,69,1,516,2003-11-30
25,54,0,209,2003-07-13
32,74,1,589,2002-06-25
24,53,0,292,2002-08-02
28,65,0,509,2002-11-16
21,68,3,56,2002-03-14
37,38,0,231,2003-11-27
31,68,6,108,2003-11-26
40,67,0,557,2003-08-05
39,35,0,226,2002-06-18
21,46,0,219,2003-12-06
35,71,6,0,2003-11-29
38,43,3,366,2003-03-17
34,41,3,440,2003-03-30
40,62,3,418,2002-04-21
20,40,0,235,2003-01-03
36,68,0,523,2003-06-09
22,70,0,155,2003-04-02
29,56,0,260,2002-08-18
23,41,0,594,2003-08-30
33,38,4,0,2003-05-18
26,59,0,428,2003-08-28
28,43,0,160,2003-11-21
22,74,1,266,2003-09-01
26,47,0,123,2002-08-20
37,37,0,124,2003-09-07
23,64,2,475,2002-02-28
26,62,0,0,2003-03-08
22,60,0,256,2003-02-05
26,64,4,70,2002-04-29
22,50,0,0,2003-10-13
23,74,0,104,2002-04-26
24,71,0,347,2002-01-20
34,51,0,414,2003-11-06
36,49,4,357,2003-10-08
28,74,0,187,2003-02-10
27,38,2,124,2002-11-20
39,61,0,216,2002-08-17
37,35,4,112,2002-12-17
34,70,5,428,2002-05-23
36,73,0,319,2003-06-01
27,56,1,0,2002-08-02
22,44,0,312,2003-02-13
40,41,3,0,2002-11-13
22,62,2,114,2003-02-14
